волыночка	волынка
экстремальненько	экстремально
юбелейчик	юбилей
юбилейчик	юбилей
Юлечка	Юлия
Юленька	Юлия
ящик	ящичек
афишка	афиша
бабонька	баба
бабушка	баба
бабища	баба
бабенка	баба
бабеночка	баба
балочка	балка
бальзамчик	бальзам
бананчик	банан
банька	баня
барашек	баран
бараночка	баранка
бардачок	бардак
басок	бас
бегемотик	бегемот
бедненько	бедно
бедноватенько	бедно
зарплатка	зарплата
затяжечка	затяжка
заявочка	заявка
зданьице	здание
здоровьишко	здоровье
здоровьице	здоровье
зеркальце	зеркало
Зинулечка	Зинуля
нежнехонько	нежно
нежненько	нежно
нездоровенький	нездоровый
некрасивенький	некрасивый
немудрященький	немудрящий
неровненько	неровно
несостыковочка	несостыковка
неспешненько	неспешно
неудачненький	неудачный
ниточка	нитка
постненько	постно
потненький	потный
поцелуйчик	поцелуй
пребыстренько	пребыстро
предметик	предмет
предложеньице	предположение
прекоротенький	прекороткий
премиленько	премило
препротивненько	препротивно
прививочка	прививка
приглашеньице	приглашение
приемчик	прием
призмочка	призма
приключеньице	приключение
температурка	температура
теплехонько	тепло
тепленько	тепло
теплешенько	тепло
террористочка	террористка
тесемочка	тесемка
тестик	тест
тигреночек	тигренок
толстенько	толсто
толстобрюхенький	толстобрюхий
толстозаденький	толстозадый
тополек	тополь
торопыжка	торопыга
тротуарчик	тротуар
труднехонько	трудно
трудновато	трудно
трудненько	трудно
трудноватенько	трудновато
трусишка	трус
туговатенько	туговато
тумбочка	тумба
тусовочка	тусовка
тушеночка	тушенка
угодливенький	угодливый
угодничек	угодник
уголечек	уголек
удачненько	удачно
активисточка	активистка
Аленушка	Алена
Аленка	Алена
Аленочка	Алена
ампулка	ампула
Анджелка	Анджела
Анжелочка	Анжела
Анжелка	Анжела
анонимочка	анонимка
антенночка	антенна
живешенько	живо
живенько	живо
живехонько	живо
живенький	живой
животинка	животина
жидковатенький	жидковатый
жилка	жила
жилочка	жила
забавненький	забавный
заборчик	забор
завершеньице	завершение
заговорчик	заговор
зажигалочка	зажигалка
зазубринка	зазубрина
зайчоночек	зайчонок
заклепочка	заклепка
запасик	запас
запиночка	запинка
новостишка	новость
ноготок	ноготь
нормальненький	нормальный
нудисточка	нудистка
нудненько	нудно
нюансик	нюанс
обеспеченьице	обеспечение
облачко	облако
облицовочка	облицовка
обработочка	обработка
обрывчик	обрыв
обученьице	обучение
обшарпаненько	обшарпанно
обычненько	обычно
обычненький	обычный
овчарочка	овчарка
приличненький	приличный
приобретеньице	приобретение
приторненько	приторно
проектик	проект
прокладочка	прокладка
промежуточек	промежуток
укладочка	укладка
украиночка	украинка
укромненько	укромно
умненький	умный
преумненький	умный
умывальничек	умывальник
ураганчик	ураган
урывочек	урывок
успешненько	успешно
установочка	установка
ухмылочка	ухмылка
фабричка	фабрика
фамильярненько	фамильярно
фашисточка	фашистка
Федюня	Федор
фермочка	ферма
феечка	фея
флейточка	флейта
фондик	фонд
вездеходик	вездеход
венерочка	Венера
веревочка	веревка
вертолетик	вертолет
вертушечка	вертушка
вестибюльчик	вестибюль
взбивалочка	взбивалка
виллочка	вилла
виноградничек	виноградник
височек	висок
вкладик	вклад
превкусно	вкусно
вкусненько	вкусно
вкусненький	вкусный
водоемчик	водоем
упражненьице	упражнение
учрежденьице	учреждение
ушаночка	ушанка
Фаинушка	Фаина
Фаиночка	Фаина
фактик	факт
факультетик	факультет
фиговенький	фиговый
фигурка	фигура
фигурочка	фигура
фитилек	фитиль
беспокойненький	беспокойный
библиотечка	библиотека
битвочка	битва
благополучненький	благополучный
благопристойненько	благопристойно
блевотинка	блевотина
блестященький	блестящий
блокнотик	блокнот
блузочка	блузка
боеприпасик	боеприпас
пребойко	бойко
бордельчик	бордель
бородка	борода
бородища	борода
бороденка	борода
бородатенький	бородатый
босичком	босиком
бравенький	бравый
братан	брат
братушка	брат
браточек	брат
братуха	брат
братишка	брат
братишечка	брат
братик	брат
братец	брат
бревнышко	бревно
бретелечка	бретелька
бриллиантик	бриллиант
броневичок	броневик
брючки	брюки
будильничек	будильник
бутербродик	бутерброд
буханочка	буханка
вагонеточка	вагонетка
вариантик	вариант
введеньице	введение
вдовушка	вдова
Кариночка	Карина
картошечка	картошка
каруселька	карусель
касаточка	касатка
кассетка	кассета
каталочка	каталка
кинжальчик	кинжал
Кирочка	Кира
китаеза	китаец
клееночка	клеенка
клочочек	клочок
клубочек	клубок
клумбочка	клумба
клыкастенький	клыкастый
клятвочка	клятва
кнопочка	кнопка
князек	князь
князюшка	князь
кобылочка	кобыла
ковролинчик	ковролин
кожаночка	кожанка
козленочек	козленок
коечка	койка
кокардочка	кокарда
кокеточка	кокетка
колобочек	колобок
коморочка	коморка
компактненький	компактный
конопатенький	конопатый
откровенненько	откровенно
отличненько	отлично
преотлично	отлично
отрядик	отряд
отступленьице	отступление
охотничек	охотник
паденьице	падение
паечек	паек
препакостно	пакостно
пальмочка	пальма
развалюшка	развалюха
размышленьице	размышление
разрушеньице	разрушение
разрывчик	разрыв
ракушечка	ракушка
раненьице	ранение
раскосенький	раскосый
рассмотреньице	рассмотрение
широковатый	широкий
широковато	широко
шкварочка	шкварка
штурмовичок	штурмовик
шумновато	шумно
шумненько	шумно
щедроватый	щедрый
щербатенький	щербатый
эдиточка	Эдита
электромобильчик	электромобиль
электромоторчик	электромотор
Элечка	Элла
Эллочка	Элла
эстоночка	эстонка
юристочка	юристка
язычище	язык
яишенка	яичница
яичко	яйцо
ямочка	ямка
Яшенька	Яша
Яшка	Яша
веерочек	веер
венесуэлочка	венесуэлка
Верочка	Вера
верандочка	веранда
вербочка	верба
Вероничка	Вероника
верхушечка	верхушка
ветчинка	ветчина
вещичка	вещица
визгливенький	визгливый
виновничек	виновник
винтик	винт
витиеватенький	витиеватый
виточек	виток
витринка	витрина
Витька	Витя
Витенька	Витя
преизобильно	изобильно
икорка	икра
имечко	имя
интеллигентишка	интеллигент
интеллигентик	интеллигент
интеллигентненько	интеллигентно
преинтересно	интересно
интересненько	интересно
истомушка	истома
кадочка	кадка
календарик	календарь
калиточка	калитка
каналец	канал
канальчик	канал
ограниченьице	ограничение
однотипненько	однотипно
одноцветненько	одноцветно
озорноватый	озорной
окруженьице	окружение
обоссавшийся	описавшийся
описочка	описка
определеньице	определение
орденочек	орден
остроглазенький	остроглазый
проулочек	проулок
прыщичек	прыщик
прямохенько	прямо
прямехонько	прямо
пряменько	прямо
прямехенько	прямо
прямешенько	прямо
прямехонький	прямой
пряменький	прямой
психозик	психоз
пузастенький	пузастый
пузатенький	пузатый
путешественничек	путешественник
пушок	пух
пучеглазенький	пучеглазый
пушиночка	пушинка
пшеничка	пшеница
фрагментик	фрагмент
Фросечка	Фрося
хвостик	хвост
хиленько	хило
хиленький	хилый
хиловатый	хилый
хищничек	хищник
прехладнокровно	хладнокровно
хлопушечка	хлопушка
хомутик	хомут
хомячок	хомяк
художничек	художник
худосочненький	худосочный
хуеватенько	хуевато
хуторочек	хуторок
целочка	целка
цепочечка	цепочка
церковка	церковь
церквушка	церковь
чайничек	чайник
часочек	час
часик	час
частичка	частица
чекушечка	чекушка
челночек	челнок
чернявенький	чернявый
черпачок	черпак
честненький	честный
чижик	чиж
чинненько	чинно
чудненький	чудный
шалашик	шалаш
шалфейчик	шалфей
возгораньице	возгорание
волосатенький	волосатый
волшебничек	волшебник
извиненьице	извинение
израильтянка	израильтянин
изряднехонько	изрядно
изрядненько	изрядно
преизрядно	изрядно
иконка	икона
иконочка	икона
икорочка	икорка
именинничек	именинник
Инессочка	Инесса
Ириночка	Ира
Ирусечка	Ира
Иринка	Ира
Иришка	Ира
Ирочка	Ира
Иринушка	Ира
Ирмочка	Ирма
кабачок	кабак
кавайненько	кавайно
каемка	кайма
кальмарчик	кальмар
камеристочка	камеристка
камзольчик	камзол
окопчик	окоп
окорочок	окорок
окрошечка	окрошка
окурочек	окурок
опечаточка	опечатка
оркестрик	оркестр
осетринка	осетрина
особнячок	особняк
остросюжетненький	остросюжетный
островатый	острый
остренький	острый
простачок	простак
просторчик	простор
протеинчик	протеин
проходик	проход
прочненький	прочный
прощеньице	прощение
прутик	прут
пруточек	прут
пряжечка	пряжка
прямоугольничек	прямоугольник
пухловатый	пухлый
пухленький	пухлый
пылища	пыль
пятилеточка	пятилетка
фруктик	фрукт
халтурненько	халтурно
харизматичненько	харизматично
хитроватенько	хитровато
холодильничек	холодильник
холодочек	холодок
хохолочек	хохолок
хреноватый	хреновый
хреновенький	хреновый
целенький	целый
целехонький	целый
ценничек	ценник
чарочка	чарка
часовенка	часовня
чахленько	чахло
чернобровенький	чернобровый
чертик	черт
черточка	черта
четвертушечка	четвертушка
чуланчик	чулан
чулочек	чулок
шалунишка	шалун
шансик	шанс
шепотком	шепотом
шерстка	шерсть
березонька	береза
березка	береза
бесеночек	бесенок
билетик	билет
бодренько	бодро
болванчик	болван
больничка	больница
больноватый	больной
бородочка	бородка
Боренька	Боря
ботильончик	ботильон
боченочек	боченок
браслетик	браслет
брусочек	брусок
брюнеточка	брюнетка
бугорочек	бугорок
буксирчик	буксир
бумажечка	бумага
бумажка	бумага
буренушка	буренка
бюджетик	бюджет
Вадька	Вадим
Ванечка	Ваня
Ванюшка	Ваня
Ванька	Ваня
варварочка	Варвара
Варварушка	Варвара
ватрушечка	ватрушка
капиталец	капитал
капитальчик	капитал
капканчик	капкан
картинка	картина
картиночка	картина
кепочка	кепка
кепчонка	кепка
километрик	километр
кирпичик	кирпич
клейковатый	клейкий
коктейльчик	коктейль
колонночка	колонна
колыбелька	колыбель
комнатушка	комната
комнатка	комната
комнатенка	комната
отделочка	отделка
отельчик	отель
отрывочек	отрывок
офицерик	офицер
офицеришка	офицер
папашка	папаша
папашенька	папаша
папочкин	папин
парок	пар
разочек	раз
развеселенький	развеселый
развязочка	развязка
раздельчик	раздел
разудаленький	разудалый
раковинка	раковина
распашоночка	распашонка
распоряженьице	распоряжение
шиповничек	шиповник
школьничек	школьник
шкурочка	шкурка
шлюшка	шлюха
шляпка	шляпа
шортики	шорты
шпилечка	шпилька
щербиночка	щербинка
эклерчик	эклер
экранчик	экран
Эльзочка	Эльза
эмблемка	эмблема
эпизодик	эпизод
этикеточка	этикетка
Юрик	Юра
Юрчик	Юра
яблочко	яблоко
ядовитенько	ядовито
ядрененький	ядреный
атмосферненько	атмосферно
балахончик	балахон
бандочка	банда
баульчик	баул
башенка	башня
бедноватенький	бедноватый
бездарненький	бездарный
беззащитненький	беззащитный
безрукавочка	безрукавка
белочка	белка
белобрысенький	белобрысый
бельишко	белье
запретик	запрет
запросик	запрос
заседаньице	заседание
затхловатый	затхлый
зачетненько	зачетно
здоровенько	здорово
злобненький	злобный
злобноватенький	злобный
злобноватый	злобный
иголочка	игла
иголка	игла
Игоряша	Игорь
Гоша	Игорь
Игоречек	Игорь
игорек	Игорь
избушечка	избушка
извилинка	извилина
недоработочка	недоработка
неподмытенький	неподмытый
неполадочка	неполадка
неспокойненько	неспокойно
неудачка	неудача
нимфочка	нимфа
нимфеточка	нимфетка
Ниночка	Нина
похлебочка	похлебка
походочка	походочка
почечка	почка
правнучек	правнук
правенький	правый
практичненький	практичный
прапрадедушка	прапрадед
предпочтеньице	предпочтение
преотличненько	преотлично
преподобненький	преподобный
приветик	привет
телушка	телка
телочка	телка
тенечек	тень
тепличка	теплица
теплоходик	теплоход
терраска	терраса
тесненько	тесно
тесновато	тесно
теснехонько	тесно
теточка	тетя
тетечка	тетя
тетенька	тетя
тетушка	тетя
тихонький	тихий
тихохонький	тихий
толстоватенький	толстый
толстоватый	толстый
толстенький	толстый
тортик	торт
точненький	точный
точнехонький	точный
тошненько	тошно
тошнехонько	тошно
травиночка	травинка
тренировочка	тренировка
трончик	трон
трудненький	трудный
трудноватый	трудный
трясогузочка	трясогузка
туговатый	тугой
туманненько	туманно
туннельчик	туннель
туповато	тупо
тупенько	тупо
тускленький	тусклый
тускловатый	тусклый
тщеславненький	тщеславный
тятенька	тятя
ублюдочек	ублюдок
угловатенький	угловатый
уголочек	уголок
удовлетвореньице	удовлетворение
аккуратненько	аккуратно
аккуратенько	аккуратно
актрисочка	актриса
актриска	актриса
Лешка	Алексей
альбертик	Альберт
амурчик	Амур
анархисточка	анархистка
Толик	Анатолий
Толя	Анатолий
Толян	Анатолий
анекдотик	анекдот
Жоржик	Жорж
журавлик	журавль
журналисточка	журналистка
жутковатенько	жутковато
заварушка	заваруха
завиточек	завиток
задаточек	задаток
заключеньице	заключение
заложничек	заложник
заметочка	заметка
заминочка	заминка
замочек	замок
ножонка	нога
ножка	нога
ноженька	нога
ножища	нога
ноготочек	ноготок
Нонночка	Нонна
носастенький	носастый
обезьянка	обезьяна
обновочка	обновка
оборочка	оборка
обращеньице	обращение
обрядик	обряд
обстановочка	обстановка
объединеньице	объединение
оглядочка	оглядка
приметненький	приметный
припевочка	припевка
пробельчик	пробел
пробирочка	пробирка
пробочка	пробка
проводочек	проводок
продолговатенький	продолговатый
произведеньице	произведение
унитазик	унитаз
управленьице	управление
упряменький	упрямый
усик	ус
усищи	ус
усатенький	усатый
условьице	условие
уступочка	уступка
утеночек	утенок
фасолинка	фасолина
Феденька	Федя
Федька	Федя
Федюнька	Федя
финтифлюшечка	финтифлюшка
бережочек	бережок
блаженненько	блаженно
близехонько	близко
близенько	близко
блондинчик	блондин
блошка	блоха
блузка	блуза
бляшечка	бляшка
богомолочка	богомолка
боевичок	боевик
бочок	бок
бордовенький	бордовый
Зоечка	Зоя
Зоюшка	Зоя
недостаточек	недостаток
незабудочка	незабудка
немаленький	немалый
немолоденький	немолодой
неприметненький	неприметный
неслабенький	неслабый
посудинка	посудина
посылочка	посылка
потничек	потник
потолочек	потолок
початочек	початок
практиканточка	практикантка
превосходненько	превосходно
прибауточка	прибаутка
приборчик	прибор
пригоженький	пригожий
приказик	приказ
прикольненько	прикольно
тельце	тело
темочка	тема
темка	тема
теремок	терем
теремочек	теремок
теснотища	теснота
толстопопенький	толстопопый
толстопузенький	толстопузый
толстушка	толстуха
Томочка	Тома
тонночка	тонна
тостик	тост
треугольничек	треугольник
трибунка	трибуна
тритончик	тритон
тропка	тропка
тропочка	тропка
тростничок	тростник
трухлявенький	трухлявый
тужурочка	тужурка
тулупчик	тулуп
туманчик	туман
туманец	туман
тучноватый	тучный
тыковка	тыква
тыквочка	тыква
тюфячок	тюфяк
уборочка	уборка
угрюмоватый	угрюмый
удобненький	удобный
автобусик	автобус
адвокатик	адвокат
адвокатишка	адвокат
азотноватый	азотный
активненько	активно
Алешка	Алеша
Алешенька	Алеша
Альбиночка	Альбина
жеребеночек	жеребенок
жирафик	жираф
жлобоватый	жлобский
жопка	жопа
жопочка	жопа
Жорик	Жора
журналюга	журналист
заболеваньице	заболевание
заводик	завод
загогулинка	загогулина
загривочек	загривок
заказик	заказ
замечаньице	замечание
замечательненько	замечательно
ниточка	нить
ничегошеньки	ничего
ничтожненький	ничтожный
ножичек	ножик
нормочка	норма
носище	нос
носик	нос
ночничок	ночник
нянечка	няня
нянюшка	няня
обаяшечка	обаяшка
обивочка	обивка
обложечка	обложка
обсужденьице	обсуждение
обширненько	обширно
общеньице	общение
объемчик	объем
приметка	примета
приятненький	приятный
проборчик	пробор
проводок	провод
узенький	узкий
преузенький	узкий
узковатый	узкий
указик	указ
укропчик	укроп
улучшеньице	улучшение
улыбочка	улыбка
урожайчик	урожай
урывочками	урывками
уступчик	уступ
утвержденьице	утверждение
утречко	утро
преуютненько	уютно
уютненько	уютно
фасочка	фаска
флейтисточка	флейтистка
велосипедик	велосипед
велосипедисточка	велосипедистка
венгерочка	венгерка
Венька	Веня
весточка	весть
ветровочка	ветровка
вечерочек	вечерок
взросленький	взрослый
взрывчик	взрыв
виноградинка	виноградина
виньеточка	виньетка
вихрастенький	вихрастый
вкуснотища	вкуснятина
возочек	воз
волненьице	волнение
Изольдочка	Изольда
изящненький	изящный
Илюшка	Илья
Илюха	Илья
Илюша	Илья
именьице	имение
исполненьице	исполнение
кабинка	кабина
кабиночка	кабина
кабинетик	кабинет
кавардачок	кавардак
калиночка	калина
калинка	калина
огромненький	огромный
одеколончик	одеколон
озерко	озеро
озерцо	озеро
окошечко	окошко
орбитка	орбита
остановочка	остановка
остаточек	остаток
островок	остров
остроморденький	остромордый
прописочка	прописка
прорывчик	прорыв
прослоечка	прослойка
прочненько	прочно
прочнехонько	прочно
прялочка	прялка
пташка	птаха
птенчик	птенец
пультик	пульт
пуфик	пуф
пучочек	пучок
пыльноватый	пыльный
пыльненький	пыльный
пьеска	пьеса
радиомаячок	радиомаяк
футболочка	футболка
фуфаечка	фуфайка
халатик	халат
халявочка	халява
борзенько	борзо
бороздка	борозда
бровка	бровь
брутальненько	брутально
будочка	будка
бумажечка	бумажка
бумажонка	бумажка
бывальщинка	бывальщина
бычара	бык
бычок	бык
бюджетненько	бюджетно
вагиночка	вагина
канареечка	канарейка
канделябрик	канделябр
канистрочка	канистра
караванчик	караван
карандашик	карандаш
карапузик	карапуз
карманчик	карман
кармашек	карман
качалочка	качалка
каютка	каюта
квадратненький	квадратный
кикиморочка	кикимора
киношка	кино
кисленько	кисло
кляксочка	клякса
коброчка	кобра
колоколенка	колокольня
колхозничек	колхозник
колечко	кольцо
командочка	команда
комбинатик	комбинат
комбинашка	комбинация
коммуняка	коммунист
конкурентик	конкурент
конспективненько	конспективно
отголосочек	отголосок
отличничек	отличник
отпечаточек	отпечаток
отчетик	отчет
очкастенький	очкастый
ошметочек	ошметок
папенька	папа
папка	папа
папанька	папа
папуля	папа
папулька	папа
папулечка	папуля
разборочка	разборка
разненький	разный
ранка	рана
рассветик	рассвет
рассольчик	рассол
шифровочка	шифровка
шоферюга	шофер
штангочка	штанга
штанишки	штаны
штаники	штаны
штрафик	штраф
щеколдочка	щеколда
щелка	щель
щелочка	щель
щеночек	щенок
щепочка	щепка
Эдька	Эдуард
экипажик	экипаж
эмбриончик	эмбрион
эффектик	эффект
ягодка	ягода
ягодинка	ягода
Янка	Яна
Яночка	Яна
ярлычок	ярлык
ячеечка	ячейка
ячейка	ячейка
вежливенько	вежливо
вежливенький	вежливый
веселуха	веселье
вешалочка	вешалка
взгорочек	взгорок
видочек	видок
визиточка	визитка
вилочка	вилка
винцо	вино
внучечка	внучка
внученька	внучка
воблочка	вобла
волчара	волк
волчонок	волк
волчище	волк
Володечка	Володя
Володенька	Володя
Володька	Володя
изданьице	издание
издевочка	издевка
Илюшечка	Илюша
Илюшенька	Илюша
иномарочка	иномарка
интеллигентненький	интеллигентный
испаринка	испарина
испытаньице	испытание
калачик	калач
камешек	камень
камушек	камень
оперативненько	оперативно
осторожнехонько	осторожно
осторожненько	осторожно
отборчик	отбор
простоватенько	простовато
лох	простофиля
препротивно	противно
противненько	противно
процедурка	процедура
процентик	процент
прыщавенький	прыщавый
прыщеватый	прыщавый
прядка	прядь
прядочка	прядь
пуританочка	пуританка
пустяковенький	пустяковый
путничек	путник
пуховичок	пуховик
пышненько	пышно
работничек	работник
фраерочек	фраер
фургончик	фургон
хамоватенький	хамоватый
хитрющенький	хитрющий
хлорочка	хлорка
хмуроватый	хмурый
холодненький	холодный
холодноватый	холодный
хреноватенько	хреновато
хреноватенький	хреноватый
хрипленько	хрипло
хрипловато	хрипло
хроменький	хромой
хрящик	хрящ
худощавенький	худощавый
хуеватенький	хуевый
хуевенький	хуевый
хулиганчик	хулиган
царапинка	царапина
цветничок	цветник
частехонько	часто
частенько	часто
человечишка	человек
человечишко	человек
человечек	человек
человечище	человек
черепушка	череп
чиновничек	чиновник
шахматишки	шахматы
шашлычок	шашлык
шельмочка	шельма
хвастунишка	хвастун
херовато	херово
херовенько	херово
хижинка	хижина
хитрожопенький	хитрожопый
хозяюшка	хозяйка
холодненько	холодно
храбренький	храбрый
хрупковатый	хрупкий
худенький	худой
худюсенький	худой
прехуденький	худой
цветастенько	цветасто
цивильненько	цивильно
цыпленочек	цыпленок
челочка	челка
человечинка	человечина
черномазенький	черномазый
честненько	честно
честенько	честно
чудачок	чудак
чудесненький	чудесный
шарнирчик	шарнир
бечевка	бечева
бильярдик	бильярд
бирочка	бирка
бледнехонький	бледный
бледноватый	бледный
бледненький	бледный
блекленький	блеклый
блекловатый	блеклый
бляшка	бляха
богатенький	богатый
бокальчик	бокал
болоночка	болонка
большелобенький	большелобый
бордюрчик	бордюр
бормотунчик	бормотун
бравенько	браво
бражка	брага
бутылочка	бутылка
важненько	важно
преважно	важно
валентиночка	Валентина
вампирчик	вампир
варанчик	варан
Васька	Вася
Васечка	Вася
Васенька	Вася
ватничек	ватник
кандидатик	кандидат
кандидатурка	кандидатура
капелланчик	капеллан
Капитолиночка	Капитолина
капсулка	капсула
картиночка	картинка
картоночка	картонка
кафешка	кафе
кафтанчик	кафтан
кинотеатрик	кинотеатр
клиентик	клиент
клизмочка	клизма
клубничка	клубника
ключик	ключ
козлятушка	козел
козлик	козел
козявочка	козявка
колбочка	колба
колебаньице	колебание
колоритненько	колоритно
комбезик	комбез
конвертик	конверт
Костька	Константин
Костик	Константин
Костя	Константин
отметинка	отметина
отмычечка	отмычка
охотка	охота
ошибочка	ошибка
ощущеньице	ощущение
пакетик	пакет
палаточка	палатка
палисадничек	палисадник
пансиончик	пансион
радушненько	радушно
разведочка	разведка
разминочка	разминка
разочарованьице	разочарование
разрешеньице	разрешение
Раисочка	Раиса
расположеньице	расположение
распрекрасненький	распрекрасный
шляпочка	шляпка
шпоночка	шпонка
шрамик	шрам
штакетничек	штакетник
штырек	штырь
шустренький	шустрый
щепочка	щепа
щучка	щука
экспериментик	эксперимент
экспертизочка	экспертиза
Элька	Эля
Элечка	Эля
Эммочка	Эмма
эшелончик	эшелон
Юлька	Юля
явочка	явка
явленьице	явление
ялточка	Ялта
ямочка	яма
ямина	яма
японочка	японка
фляжка	фляга
фляжечка	фляга
формулировочка	формулировка
ведомостичка	ведомость
венчик	венец
веночек	венок
вернехонько	верно
вершинка	вершина
ветерочек	ветерок
ветхонький	ветхий
визитик	визит
витаминчик	витамин
витрина	витриночка
водопадик	водопад
волосик	волос
волосочек	волосок
Илоночка	Илона
инфернальненько	инфернально
Ириночка	Ирина
Иришечка	Ириша
исключеньице	исключение
преискусно	искусно
итальяшка	итальянец
кабриолетик	кабриолет
каморочка	каморка
огородик	огород
огрызочек	огрызок
одноклассничек	одноклассник
однокурсничек	однокурсник
одобреньице	одобрение
одутловатенький	одутловатый
окошко	окно
оконце	окно
округленький	округлый
окунек	окунь
олененочек	олененок
омуточек	омут
оптимистичненько	оптимистично
оранжисточка	оранжистка
освещеньице	освещение
основаньице	основание
оспинка	оспина
отважненький	отважный
проституточка	проститутка
простодушненький	простодушный
простецкий	простой
простенький	простой
простоватый	простой
протокольчик	протокол
прыщик	прыщ
птичка	птица
пугливенький	пугливый
пуделечек	пуделек
пустовато	пусто
пустенько	пусто
пустячок	пустяк
пыточка	пытка
пятерочка	пятерка
пятнашечка	пятнашка
пятнышко	пятно
французик	француз
французишка	француз
фужерчик	фужер
футбольчик	футбол
футлярчик	футляр
хворенький	хворый
хвостатенький	хвостатый
хлипковатый	хлипкий
хлипенький	хлипкий
хмуровато	хмуро
холодок	холод
холодище	холод
пиздатый	хороший
хорошенький	хороший
хохмочка	хохма
храненьице	хранение
царек	царь
чашечка	чашка
червоточинка	червоточина
четенько	четко
чехольчик	чехол
чубик	чуб
чубчик	чуб
шампурчик	шампур
шарик	шар
шарфик	шарф
шепелявенький	шепелявый
берет	беретик
бесенок	бес
беспорядочек	беспорядок
бисквитик	бисквит
благоразумненький	благоразумный
бледноватенько	бледно
бледновато	бледно
бледненько	бледно
блондиночка	блондинка
бодренький	бодрый
болезненький	болезненный
большеглазенький	большеглазый
большеватый	большой
Бориска	Борис
босенький	босой
ботиночек	ботинок
бочоночек	бочонок
бригадочка	бригада
бритенький	бритый
брошюрка	брошюра
букашечка	букашка
булочка	булка
бульончик	бульон
бурундучок	бурундук
бусиночка	бусинка
быстренько	быстро
быстрехонько	быстро
Валерочка	Валера
Валечка	Валя
вампирочка	вампирка
вареничек	вареник
Варька	Варя
Варечка	Варя
Варюша	Варя
Варенька	Варя
Карменситочка	Карменсита
кастрюлька	кастрюля
квадратик	квадрат
квартирка	квартира
квартирочка	квартира
кибиточка	кибитка
кивочек	кивок
килограммчик	килограмм
кипяточек	кипяток
китаяночка	китаянка
Клавдюшечка	Клавдия
книжечка	книжка
козыречек	козырек
колбаска	колбаса
колдунишка	колдун
колесико	колесо
колодочка	колода
колотушечка	колотушка
комитетик	комитет
комочек	комок
конопляночка	коноплянка
контрактик	контракт
контрамарочка	контрамарка
отговорочка	отговорка
отделеньице	отделение
пиздатый	отличный
отличненький	отличный
отметочка	отметка
официанточка	официантка
очечки	очки
ошейничек	ошейник
Павлушка	Павел
пантерочка	пантера
развилочка	развилка
разговорчик	разговор
разлюбезненький	разлюбезный
размещеньице	размещение
разнесчастненький	разнесчастный
разумненько	разумно
разумненький	разумный
рановато	рано
раненько	рано
ранешенько	рано
ранехонько	рано
шишечка	шишка
шкурка	шкура
шуточка	шутка
щечка	щека
экипировочка	экипировка
элементик	элемент
Эсмеральдочка	Эсмеральда
этажерочка	этажерка
юбочка	юбка
юбчонка	юбка
язвина	язва
язвочка	язва
язвинка	язва
якорек	якорь
